Supplier_Name,Region,Country,Functions,Service,Avg_Cost,Rating,Average_Delivery_Time,Number_of_Escalations,Years,Resources
Zogho,XY,France,consulting,S5,200000,88,135,15,2019,9000
IBM,BC,UAE,Finance,S2,200000,97,270,25,2020,6000
TATA,XX,France,administration,NULL,175000,84,210,15,2020,4000
HCL,LM,India,HR,S1,125000,85,180,45,2022,6000
Accenture,LM,India,HR,S1,200000,70,150,30,2017,9000
Capgemini,XY,Japan,administration,S2,200000,78,150,35,2016,7000
IBM,PQ,Australia,testing,S4,165000,88,180,25,2022,4000
Genpact,LM,Australia,RandD,S5,150000,97,150,25,2019,4000
HCL,NN,India,testing,S3,150000,96,120,15,2019,3000
TATA,PQ,Canada,RandD,S3,100000,99,270,15,2020,3000
Wipro,BC,UK,RandD,S3,125000,73,180,15,2017,9000
Genpact,XY,Japan,Finance,S7,165000,88,180,15,2019,10000
Wipro,PQ,France,NULL,S3,150000,74,135,25,2019,3000
Accenture,NULL,India,NULL,S6,175000,92,210,30,2016,9000
Infosys,PQ,France,ITandInfrastructure,S4,125000,81,150,30,2020,7000
Genpact,AB,US,Finance,NULL,100000,79,210,45,2020,4000
Genpact,LM,Australia,ITandInfrastructure,S7,115000,80,120,45,2017,10000
HCL,AB,Canada,ITandInfrastructure,S6,200000,93,150,40,2016,7000
Infosys,XY,Japan,testing,S1,200000,96,100,50,2019,10000
Capgemini,NULL,France,NULL,S5,165000,91,100,20,2022,10000
Accenture,XY,Germany,ITandInfrastructure,S6,115000,78,210,45,2021,5000
Infosys,PQ,France,HR,S4,100000,80,120,50,2016,4000
Capgemini,BC,Germany,testing,S7,200000,98,135,45,2017,6000
Zogho,XX,UK,ITandInfrastructure,S3,150000,83,180,40,2016,10000
TATA,NULL,Japan,ITandInfrastructure,S2,100000,95,180,35,2021,5000
IBM,XX,Japan,HR,NULL,100000,86,270,20,2021,8000
Accenture,NULL,France,ITandInfrastructure,S3,200000,97,135,50,2022,4000
IBM,BC,UAE,HR,S7,125000,72,135,35,2018,9000
Wipro,NN,Japan,Finance,S7,175000,72,120,50,2016,10000
Infosys,XY,Canada,Finance,S7,115000,74,135,40,2021,4000
Zogho,BC,Germany,ITandInfrastructure,S7,100000,79,135,45,2017,4000
Genpact,LM,France,HR,S4,100000,77,135,15,2017,6000
Accenture,NN,UAE,testing,S7,165000,97,135,40,2016,5000
Accenture,AB,Germany,ITandInfrastructure,S5,165000,75,120,30,2020,3000
Oracle,XX,Australia,NULL,S4,115000,93,210,50,2016,3000
HCL,NN,Germany,RandD,S5,150000,87,210,15,2021,7000
IBM,NN,Canada,NULL,S2,100000,88,135,20,2019,6000
HCL,LM,France,administration,S1,175000,94,210,30,2019,3000
Zogho,NN,Australia,HR,S6,175000,86,100,50,2019,4000
HCL,BC,Germany,consulting,S1,115000,94,270,15,2021,9000
HCL,LM,UAE,testing,S3,100000,97,150,45,2019,7000
Oracle,NULL,UK,HR,S7,115000,81,180,45,2022,3000
Infosys,AB,UAE,consulting,S7,150000,85,100,15,2019,7000
Infosys,XX,Canada,ITandInfrastructure,S5,150000,97,120,25,2022,6000
Infosys,NULL,Japan,HR,S5,200000,90,210,30,2019,5000
Infosys,XX,Germany,administration,S3,175000,94,100,20,2022,8000
Capgemini,XY,Germany,ITandInfrastructure,S7,100000,83,100,30,2016,6000
Genpact,XX,Australia,consulting,S4,200000,99,270,15,2016,7000
Zogho,AB,Germany,NULL,S5,150000,96,150,40,2016,6000
TATA,AB,Australia,testing,S1,165000,100,270,20,2020,10000
HCL,LM,France,Finance,S5,165000,86,210,35,2019,7000
IBM,XX,UAE,consulting,S7,100000,94,135,50,2021,3000
Capgemini,XY,India,Finance,NULL,115000,70,120,35,2022,5000
Wipro,PQ,Germany,testing,S6,165000,84,210,30,2017,9000
IBM,PQ,UK,consulting,S6,115000,86,150,20,2022,7000
Oracle,PQ,Germany,ITandInfrastructure,S1,150000,95,120,15,2016,5000
IBM,PQ,France,Finance,S3,115000,74,135,45,2022,10000
Accenture,AB,Australia,NULL,NULL,125000,71,100,30,2019,3000
Capgemini,AB,UK,RandD,S2,200000,93,210,25,2018,4000
IBM,NN,UK,consulting,S5,165000,77,210,20,2016,9000
HCL,NN,France,Finance,S4,100000,89,270,20,2017,6000
Wipro,NN,France,testing,S2,100000,100,270,35,2019,5000
Infosys,XY,Australia,RandD,NULL,115000,84,135,20,2021,8000
Genpact,AB,US,testing,S4,125000,70,150,30,2019,4000
Accenture,BC,Germany,Finance,S6,115000,88,150,35,2018,10000
Infosys,NULL,India,Finance,S3,200000,96,210,35,2022,8000
Accenture,AB,Australia,testing,NULL,115000,99,180,15,2018,7000
HCL,PQ,Japan,RandD,S5,165000,85,180,45,2019,10000
Zogho,XX,Japan,RandD,S7,200000,74,210,15,2016,6000
Wipro,AB,Canada,consulting,S3,150000,81,180,20,2018,3000
Wipro,PQ,US,NULL,S2,175000,97,100,30,2021,9000
Capgemini,BC,US,consulting,S7,150000,88,180,15,2018,8000
Infosys,NULL,US,RandD,S1,165000,95,135,15,2020,6000
TATA,XX,India,consulting,S4,115000,76,210,40,2016,3000
Capgemini,NN,UK,testing,S6,115000,72,120,20,2021,7000
Wipro,BC,UAE,Finance,S6,150000,97,120,45,2016,9000
Capgemini,NN,Japan,ITandInfrastructure,S7,165000,88,100,25,2018,4000
TATA,LM,UAE,Finance,S1,200000,73,210,45,2019,7000
Accenture,BC,US,ITandInfrastructure,S4,175000,83,150,50,2022,5000
IBM,XX,UAE,ITandInfrastructure,S4,150000,96,210,30,2018,4000
Accenture,AB,Germany,ITandInfrastructure,S4,125000,88,150,35,2020,5000
Capgemini,XX,India,RandD,NULL,100000,84,180,25,2020,3000
HCL,PQ,Canada,RandD,S3,200000,100,120,15,2020,6000
Wipro,AB,UAE,NULL,S3,150000,93,270,35,2021,8000
Capgemini,BC,France,Finance,NULL,175000,87,100,45,2020,8000
Capgemini,PQ,Australia,Finance,S7,165000,77,135,20,2021,8000
IBM,BC,US,ITandInfrastructure,S4,115000,83,150,45,2019,5000
Oracle,BC,Japan,ITandInfrastructure,S7,125000,85,135,50,2018,5000
Oracle,BC,Australia,NULL,S6,200000,91,135,50,2018,10000
Wipro,AB,Japan,consulting,NULL,165000,92,270,30,2017,9000
Capgemini,XX,Japan,consulting,S4,200000,85,270,45,2020,3000
Genpact,LM,Canada,HR,S5,150000,87,270,15,2017,7000
Wipro,NN,India,RandD,S4,200000,83,120,30,2017,9000
Zogho,NULL,Germany,ITandInfrastructure,S2,100000,80,100,50,2018,5000
TATA,NN,Australia,administration,S6,115000,71,135,30,2019,7000
TATA,XY,UAE,ITandInfrastructure,S4,165000,94,180,45,2021,7000
Wipro,XX,France,NULL,S1,125000,76,120,35,2019,7000
Capgemini,NULL,Japan,consulting,S7,175000,92,120,45,2017,7000
IBM,BC,India,RandD,NULL,125000,82,150,45,2017,7000
Accenture,NN,Germany,RandD,S3,175000,95,135,15,2019,7000
Oracle,PQ,Canada,administration,S5,100000,93,180,50,2022,5000
IBM,PQ,Japan,Finance,S1,115000,88,135,25,2018,10000
Accenture,BC,US,Finance,S2,115000,94,150,30,2022,4000
Wipro,AB,Japan,consulting,S2,165000,81,100,15,2022,5000
HCL,NN,Japan,HR,S1,200000,81,150,25,2017,7000
Oracle,XY,UK,testing,S4,115000,80,270,30,2018,10000
Zogho,AB,Japan,ITandInfrastructure,S4,115000,70,135,40,2019,6000
Oracle,PQ,UK,administration,S5,115000,95,270,50,2021,7000
Oracle,AB,Japan,ITandInfrastructure,S2,125000,85,210,15,2018,5000
IBM,BC,UK,ITandInfrastructure,S6,100000,90,270,30,2022,8000
Zogho,PQ,UAE,RandD,S2,125000,73,100,15,2022,4000
Accenture,XY,UAE,HR,S5,100000,90,210,35,2021,3000
Oracle,LM,Japan,administration,S3,150000,92,135,20,2019,5000
Wipro,NULL,UK,ITandInfrastructure,S3,165000,85,180,30,2021,7000
IBM,BC,UAE,Finance,S7,100000,94,180,45,2017,8000
TATA,NULL,India,NULL,NULL,125000,91,135,30,2017,4000
Zogho,NULL,France,Finance,S1,200000,71,100,30,2019,7000
Wipro,PQ,UK,ITandInfrastructure,S7,100000,99,135,20,2022,7000
Capgemini,XX,France,NULL,S2,125000,90,210,40,2020,5000
Oracle,PQ,Canada,ITandInfrastructure,S3,125000,76,210,50,2018,9000
Genpact,XY,France,RandD,S2,200000,78,120,15,2019,6000
IBM,XY,Germany,ITandInfrastructure,NULL,200000,99,270,30,2022,5000
Genpact,AB,Canada,administration,NULL,125000,74,120,40,2016,8000
Oracle,NULL,US,Finance,S1,125000,74,180,20,2021,9000
IBM,NULL,Australia,consulting,S5,150000,88,120,15,2018,5000
Zogho,BC,Australia,testing,NULL,125000,84,100,40,2016,6000
Oracle,XY,Germany,administration,S3,175000,100,135,50,2020,8000
Infosys,XX,France,RandD,S5,115000,99,150,15,2022,8000
HCL,BC,UAE,consulting,S2,125000,91,135,45,2019,5000
IBM,BC,US,RandD,NULL,115000,77,135,15,2019,9000
Capgemini,XX,UAE,NULL,S2,165000,73,120,35,2020,6000
Genpact,XX,UK,administration,S4,165000,83,150,50,2019,7000
Genpact,BC,Germany,HR,S7,125000,90,120,50,2017,6000
Genpact,XX,UK,ITandInfrastructure,S1,150000,82,150,45,2020,7000
Capgemini,AB,UAE,administration,S1,175000,85,100,35,2022,6000
Zogho,XX,Japan,testing,S1,115000,75,120,30,2020,3000
Capgemini,BC,Germany,ITandInfrastructure,S4,150000,84,135,50,2020,6000
HCL,PQ,Australia,ITandInfrastructure,S4,175000,84,135,40,2021,3000
IBM,NN,UK,NULL,S4,115000,100,180,35,2018,5000
Infosys,PQ,France,administration,NULL,100000,88,210,20,2022,7000
Infosys,XY,US,Finance,S5,150000,87,150,20,2016,5000
Capgemini,NULL,Australia,Finance,S5,150000,98,100,15,2022,4000
Infosys,AB,UK,consulting,S6,175000,85,270,25,2018,7000
Genpact,PQ,Japan,consulting,S2,165000,96,210,40,2018,8000
IBM,NN,Canada,consulting,NULL,100000,78,270,30,2016,9000
Capgemini,BC,Japan,HR,S5,175000,99,270,50,2022,10000
HCL,PQ,India,RandD,S3,175000,72,100,20,2019,3000
IBM,NN,UAE,RandD,S1,200000,86,135,20,2016,3000
Zogho,XY,Australia,consulting,S7,165000,100,180,50,2021,7000
Zogho,LM,Germany,HR,S7,100000,85,180,45,2016,4000
Accenture,AB,Japan,consulting,S2,200000,97,180,15,2020,10000
Capgemini,NN,India,RandD,S5,165000,89,100,40,2016,9000
Infosys,PQ,France,RandD,S2,125000,83,150,20,2019,6000
Genpact,NN,Canada,ITandInfrastructure,S5,165000,83,210,50,2017,10000
Oracle,XY,Germany,testing,S3,200000,99,180,30,2022,7000
Genpact,XX,US,HR,S2,165000,83,120,50,2017,6000
Accenture,AB,Japan,NULL,S6,165000,81,150,30,2017,3000
Genpact,BC,Japan,consulting,S1,100000,70,210,35,2016,6000
Wipro,NULL,Canada,HR,S3,175000,81,180,20,2017,3000
Accenture,LM,UK,NULL,S7,115000,99,150,30,2016,8000
IBM,NN,US,testing,S5,200000,96,150,20,2020,5000
HCL,LM,Japan,HR,S1,100000,82,270,25,2018,8000
Oracle,NULL,UAE,HR,S3,125000,85,180,20,2019,4000
Genpact,NN,Canada,HR,S4,150000,88,270,50,2020,6000
Zogho,PQ,UAE,NULL,S2,165000,78,120,15,2020,4000
Oracle,NULL,UK,NULL,S5,100000,72,135,50,2017,4000
Infosys,AB,India,ITandInfrastructure,S6,200000,87,180,40,2019,3000
Genpact,LM,US,Finance,NULL,150000,82,180,35,2017,3000
Wipro,LM,France,administration,NULL,150000,91,210,25,2017,8000
Infosys,AB,India,testing,S4,150000,74,180,40,2019,5000
IBM,NULL,Germany,administration,S3,150000,88,100,20,2016,9000
TATA,AB,Australia,administration,S6,115000,70,270,30,2019,3000
Oracle,PQ,UAE,NULL,NULL,125000,72,180,50,2019,6000
Zogho,XX,France,Finance,S2,200000,92,120,20,2017,9000
TATA,BC,US,administration,S7,100000,71,180,25,2020,6000
TATA,PQ,Australia,Finance,NULL,100000,80,180,50,2022,7000
Capgemini,AB,Germany,Finance,S5,100000,96,210,30,2016,3000
Zogho,LM,UK,testing,S3,150000,89,210,20,2022,9000
HCL,BC,Australia,administration,S5,165000,71,135,15,2019,3000
Wipro,NN,UK,consulting,S6,175000,83,210,20,2020,9000
TATA,BC,India,consulting,S2,175000,74,100,35,2018,6000
TATA,NN,Japan,RandD,S5,150000,86,270,40,2021,5000
TATA,NULL,India,ITandInfrastructure,S3,115000,96,120,15,2018,5000
Genpact,PQ,UAE,Finance,S5,200000,100,120,20,2017,6000
Zogho,XX,Japan,RandD,S2,200000,77,210,35,2019,10000
Zogho,AB,Australia,testing,NULL,115000,73,210,20,2020,8000
Accenture,NN,Germany,testing,S1,125000,81,180,40,2016,4000
Accenture,PQ,Australia,ITandInfrastructure,NULL,100000,80,120,40,2018,3000
Accenture,NN,Japan,ITandInfrastructure,S1,100000,76,150,45,2020,5000
Capgemini,NULL,US,administration,S1,100000,82,270,15,2016,10000
Capgemini,PQ,UAE,HR,S7,100000,74,210,25,2018,6000
Oracle,LM,Germany,NULL,S4,150000,81,100,50,2022,4000
Infosys,XY,UK,RandD,NULL,200000,70,135,50,2016,5000
TATA,NULL,UK,NULL,NULL,100000,73,270,20,2016,10000
Accenture,XX,US,NULL,S6,150000,97,100,25,2017,7000
Infosys,NULL,UK,RandD,S3,175000,70,180,45,2019,7000
Zogho,LM,India,NULL,S1,115000,90,210,50,2020,3000
IBM,LM,Australia,Finance,S1,165000,92,210,50,2022,4000
Infosys,AB,Australia,HR,NULL,115000,92,210,35,2022,9000
Genpact,PQ,Japan,RandD,S2,150000,100,135,20,2016,8000
Wipro,NULL,UK,administration,S4,165000,74,210,40,2019,6000
IBM,XY,Japan,Finance,S6,115000,77,270,15,2018,6000
IBM,NN,India,RandD,S1,125000,78,180,30,2019,8000
TATA,XX,India,ITandInfrastructure,S3,125000,70,100,50,2022,9000
Wipro,BC,Germany,testing,S7,100000,72,120,50,2020,3000
Accenture,PQ,India,ITandInfrastructure,S2,100000,100,100,20,2018,6000
Zogho,PQ,India,RandD,S1,150000,84,150,15,2022,6000
Infosys,AB,US,Finance,S7,200000,86,210,50,2019,6000
Oracle,BC,India,NULL,S5,125000,78,210,35,2020,3000
HCL,XX,Canada,RandD,S7,175000,93,135,25,2017,6000
IBM,NULL,UK,Finance,S6,100000,87,100,25,2019,5000
TATA,LM,France,testing,S4,150000,70,270,20,2021,8000
Oracle,NULL,Australia,Finance,S7,200000,91,150,45,2018,3000
Infosys,LM,India,ITandInfrastructure,NULL,200000,84,210,20,2018,8000
Accenture,XX,India,RandD,S3,200000,87,135,50,2020,10000
Capgemini,XX,Canada,administration,NULL,175000,92,120,25,2022,9000
Genpact,LM,Japan,consulting,S5,200000,70,270,15,2016,10000
Accenture,XX,US,ITandInfrastructure,S1,100000,77,120,15,2017,5000
Zogho,NN,UAE,administration,S5,125000,87,180,25,2021,3000
Infosys,PQ,Australia,Finance,S6,200000,98,150,45,2017,4000
Zogho,LM,Germany,ITandInfrastructure,S2,115000,93,210,50,2018,5000
Capgemini,XY,UAE,consulting,S6,150000,78,135,40,2016,7000
Zogho,PQ,France,ITandInfrastructure,S1,165000,71,270,45,2020,10000
IBM,NULL,UK,NULL,NULL,115000,76,135,20,2016,3000
Capgemini,XX,UK,HR,S2,100000,92,135,40,2016,6000
Infosys,XX,India,consulting,S6,150000,75,180,30,2017,7000
Accenture,BC,UAE,Finance,S5,165000,87,120,35,2019,4000
Capgemini,LM,Canada,HR,S4,150000,75,270,30,2019,7000
Genpact,XY,UAE,consulting,NULL,100000,88,100,50,2019,8000
Accenture,LM,Canada,HR,S2,175000,89,100,20,2020,4000
Oracle,XX,UK,Finance,S2,125000,98,180,25,2016,10000
TATA,LM,Japan,ITandInfrastructure,S1,115000,94,135,40,2016,8000
Capgemini,AB,Germany,Finance,S3,200000,100,270,35,2018,4000
Wipro,BC,India,testing,S2,150000,70,100,45,2016,10000
TATA,XX,UAE,Finance,S3,100000,93,210,25,2017,8000
TATA,NULL,Australia,NULL,S2,200000,94,100,30,2018,9000
TATA,NN,Australia,RandD,NULL,115000,94,150,35,2018,6000
TATA,BC,Australia,NULL,S7,125000,78,180,20,2017,10000
Genpact,LM,Australia,HR,S4,165000,88,100,50,2016,6000
Infosys,NN,US,administration,S3,100000,73,120,15,2022,8000
Infosys,BC,UK,NULL,NULL,115000,71,135,25,2021,5000
TATA,PQ,Germany,administration,S3,200000,86,135,50,2019,5000
Genpact,NULL,India,HR,S4,115000,98,150,30,2022,5000
Genpact,NN,India,testing,S1,200000,73,100,35,2021,10000
Accenture,XY,Japan,ITandInfrastructure,S1,100000,75,270,20,2022,5000
Zogho,XY,UK,ITandInfrastructure,S5,150000,87,210,45,2019,7000
Zogho,NN,Australia,ITandInfrastructure,S3,115000,97,150,25,2021,9000
Accenture,XX,Australia,testing,S5,115000,98,150,25,2020,6000
Zogho,NULL,Japan,RandD,S1,115000,91,270,50,2017,9000
IBM,XX,India,NULL,NULL,165000,83,270,25,2019,5000
Oracle,XX,UAE,HR,NULL,115000,75,120,40,2019,9000
Capgemini,XY,Australia,consulting,S4,115000,71,210,35,2020,5000
Genpact,AB,Germany,HR,S5,200000,88,270,40,2022,8000
Wipro,NN,Germany,ITandInfrastructure,S4,100000,98,180,25,2022,9000
TATA,XY,UK,RandD,S1,125000,82,100,30,2021,6000
Genpact,LM,Canada,Finance,S1,150000,96,270,45,2018,3000
IBM,BC,Japan,ITandInfrastructure,S6,165000,100,270,15,2022,6000
Accenture,AB,Australia,ITandInfrastructure,S1,125000,73,150,40,2020,5000
HCL,NULL,India,Finance,S1,100000,73,150,35,2020,5000
Infosys,XX,UAE,NULL,S2,115000,76,120,20,2018,7000
IBM,NULL,Australia,HR,S7,100000,96,100,30,2020,7000
Zogho,LM,Australia,consulting,S3,150000,79,270,25,2018,4000
Genpact,XY,UAE,administration,S4,100000,86,120,25,2020,10000
TATA,NULL,Canada,RandD,S6,165000,72,150,35,2020,8000
Wipro,PQ,US,administration,S6,200000,87,210,30,2016,6000
Infosys,NULL,US,ITandInfrastructure,S5,175000,96,210,35,2017,6000
Zogho,NULL,India,testing,S3,115000,98,100,40,2022,3000
IBM,XY,Japan,RandD,S1,150000,98,180,30,2020,4000
Genpact,LM,Germany,administration,S3,200000,93,120,40,2016,3000
Zogho,NN,Japan,consulting,S3,165000,85,270,40,2017,8000
IBM,AB,France,Finance,S5,125000,71,120,40,2017,8000
Accenture,NN,Canada,HR,S5,175000,95,150,50,2022,4000
Wipro,XY,UK,HR,S5,150000,71,210,50,2021,4000
Zogho,BC,Japan,consulting,S2,100000,76,180,15,2019,10000
HCL,XY,UAE,testing,NULL,150000,88,270,50,2016,4000
IBM,PQ,Japan,NULL,NULL,125000,93,120,45,2018,3000
IBM,PQ,Australia,testing,NULL,100000,98,270,15,2021,7000
Oracle,NN,India,RandD,S4,165000,77,150,25,2020,4000
Wipro,NULL,France,testing,S7,175000,74,135,30,2019,10000
IBM,PQ,UK,Finance,S7,200000,83,120,20,2021,10000
Zogho,PQ,Australia,consulting,S6,125000,95,150,15,2019,6000
Genpact,LM,UK,NULL,S4,175000,93,120,25,2019,5000
Genpact,AB,US,NULL,S5,165000,99,270,45,2019,3000
Infosys,NULL,Canada,consulting,S4,150000,93,135,45,2021,10000
Accenture,LM,US,Finance,S1,125000,92,270,35,2019,3000
Genpact,NN,Australia,ITandInfrastructure,S3,125000,72,100,35,2017,4000
Wipro,XY,India,ITandInfrastructure,S2,125000,85,270,35,2019,9000
Accenture,BC,Germany,testing,S7,200000,85,135,25,2022,4000
Accenture,BC,US,consulting,S2,125000,80,270,20,2019,5000
Oracle,XY,UAE,RandD,S3,115000,95,180,25,2021,8000
Capgemini,LM,India,HR,S7,125000,72,100,20,2021,8000
HCL,LM,France,HR,S3,115000,78,135,15,2020,6000
HCL,AB,Canada,testing,S1,125000,85,100,20,2017,10000
Capgemini,XY,India,testing,S3,150000,94,100,50,2018,10000
Oracle,XY,India,NULL,S5,175000,92,270,45,2022,6000
Capgemini,XX,Germany,NULL,S3,165000,86,120,40,2017,9000
Infosys,NN,US,RandD,S2,115000,91,100,15,2019,4000
IBM,LM,UK,RandD,NULL,100000,97,120,35,2022,7000
Capgemini,NULL,India,consulting,S6,115000,87,120,25,2020,3000
IBM,AB,Germany,ITandInfrastructure,S4,150000,99,180,15,2017,5000
Capgemini,NULL,UAE,consulting,NULL,150000,91,270,40,2017,3000
Zogho,AB,India,HR,S3,150000,74,180,50,2016,7000
Wipro,BC,US,administration,S4,200000,88,100,30,2020,8000
Infosys,XY,Japan,consulting,S4,115000,95,180,40,2017,5000
Capgemini,XX,Australia,NULL,NULL,200000,86,150,30,2016,7000
Zogho,XY,Canada,consulting,S2,165000,75,100,45,2016,7000
Capgemini,LM,Australia,ITandInfrastructure,NULL,200000,72,135,40,2016,3000
Accenture,BC,Canada,testing,S4,100000,72,150,25,2018,9000
Accenture,BC,UK,consulting,S3,150000,91,210,20,2018,6000
Zogho,BC,Japan,Finance,S4,175000,97,150,40,2017,5000
Zogho,NULL,France,Finance,S7,165000,100,135,15,2022,5000
Accenture,LM,UAE,testing,NULL,150000,82,135,15,2016,9000
Genpact,PQ,US,ITandInfrastructure,S4,165000,100,270,50,2019,7000
Accenture,NN,UK,Finance,S6,150000,91,150,15,2017,3000
IBM,PQ,Australia,NULL,NULL,125000,91,100,35,2016,7000
Capgemini,PQ,Canada,administration,NULL,175000,70,100,35,2019,4000
Genpact,LM,US,administration,S4,200000,90,210,20,2016,7000
Infosys,AB,Japan,HR,NULL,100000,75,270,45,2020,4000
Capgemini,LM,UAE,ITandInfrastructure,S7,200000,82,270,25,2016,5000
Zogho,AB,Japan,testing,S2,200000,74,180,20,2017,3000
IBM,XX,Germany,administration,S2,175000,92,135,30,2020,9000
TATA,BC,India,Finance,S3,125000,79,210,40,2021,6000
Accenture,NULL,France,consulting,S7,175000,90,210,35,2022,3000
Accenture,NULL,UAE,ITandInfrastructure,S1,100000,83,135,40,2019,9000
TATA,XX,US,administration,NULL,175000,100,270,35,2017,8000
Oracle,NN,France,consulting,S1,115000,99,270,50,2019,8000
Zogho,NULL,India,administration,NULL,175000,74,135,25,2022,9000
IBM,BC,UK,ITandInfrastructure,NULL,175000,79,150,30,2018,8000
HCL,NULL,India,Finance,S7,150000,70,100,35,2020,8000
Wipro,BC,UAE,testing,NULL,115000,97,150,30,2022,8000
HCL,LM,UK,ITandInfrastructure,S2,165000,76,120,35,2021,7000
HCL,NULL,US,consulting,S5,165000,73,270,25,2020,8000
Capgemini,PQ,Germany,RandD,S3,100000,86,120,45,2016,5000
Capgemini,BC,UAE,NULL,S7,165000,75,210,35,2016,7000
Genpact,BC,UAE,ITandInfrastructure,S1,150000,72,270,30,2022,7000
HCL,LM,Germany,testing,S2,100000,80,270,40,2017,10000
Zogho,XX,Japan,consulting,S3,150000,89,180,45,2019,7000
Capgemini,XX,India,consulting,S5,150000,88,120,20,2020,6000
Genpact,BC,US,Finance,S5,200000,98,180,15,2019,10000
IBM,NN,Australia,HR,S1,165000,94,180,35,2020,6000
IBM,LM,US,Finance,S4,150000,86,150,20,2018,3000
Infosys,BC,UAE,testing,S1,150000,81,120,30,2016,10000
HCL,LM,France,RandD,S1,200000,100,120,45,2020,7000
IBM,BC,Germany,RandD,S1,115000,95,180,35,2020,10000
Zogho,NN,Japan,consulting,S1,125000,91,100,30,2020,5000
IBM,PQ,US,HR,S6,200000,90,180,45,2019,8000
Genpact,XY,Canada,NULL,S6,165000,92,135,45,2020,4000
Capgemini,PQ,Australia,consulting,S3,175000,70,120,35,2017,9000
Accenture,LM,India,administration,S5,165000,70,100,35,2016,4000
HCL,XX,UAE,NULL,S2,165000,95,270,40,2016,9000
Wipro,XY,US,administration,S7,115000,95,150,30,2020,5000
Wipro,AB,UAE,consulting,S2,115000,90,100,20,2022,7000
HCL,AB,Japan,consulting,S6,125000,89,210,15,2018,10000
Wipro,XY,India,Finance,S2,125000,84,135,30,2016,8000
HCL,NULL,Canada,ITandInfrastructure,NULL,175000,90,210,45,2016,5000
HCL,AB,India,NULL,S3,165000,90,135,50,2020,5000
Zogho,NULL,Germany,testing,S3,125000,85,270,45,2016,6000
HCL,PQ,UK,HR,NULL,165000,98,100,40,2017,3000
Capgemini,BC,India,ITandInfrastructure,S2,125000,79,120,15,2021,10000
Genpact,NN,Canada,HR,S6,100000,72,120,15,2016,6000
Accenture,XX,France,RandD,S1,200000,81,180,35,2017,3000
Accenture,LM,Germany,Finance,S6,200000,83,270,15,2021,8000
Genpact,AB,US,ITandInfrastructure,S5,125000,80,270,40,2017,8000
IBM,LM,Germany,NULL,S3,165000,80,120,45,2016,3000
Infosys,XY,Germany,HR,NULL,200000,85,100,50,2018,10000
HCL,AB,France,NULL,NULL,150000,93,210,35,2020,3000
HCL,LM,US,consulting,S4,115000,97,210,35,2016,9000
IBM,XX,India,HR,S7,175000,92,100,25,2021,5000
IBM,LM,Canada,ITandInfrastructure,S7,125000,72,180,35,2019,9000
HCL,XX,UK,HR,NULL,100000,75,135,25,2022,3000
IBM,AB,India,NULL,S6,165000,96,135,40,2021,3000
Capgemini,NN,UAE,NULL,S4,115000,81,135,40,2021,8000
Zogho,NN,Australia,Finance,S4,125000,81,135,15,2019,4000
Infosys,PQ,UAE,ITandInfrastructure,NULL,200000,98,210,20,2017,5000
Accenture,XY,France,HR,S4,175000,77,180,35,2020,7000
Genpact,PQ,India,consulting,S3,150000,76,210,25,2017,4000
HCL,NN,Canada,administration,S4,175000,70,180,30,2019,8000
Genpact,PQ,UK,testing,S3,100000,74,150,30,2018,4000
Accenture,BC,UAE,NULL,S5,165000,82,120,30,2019,8000
Accenture,XY,UAE,administration,NULL,150000,76,135,40,2016,7000
Zogho,XX,Japan,NULL,S6,165000,82,120,35,2021,6000
Capgemini,XX,Australia,administration,S2,125000,81,135,25,2016,9000
TATA,LM,Germany,consulting,S3,165000,80,150,20,2020,10000
IBM,AB,UK,RandD,S7,200000,90,150,40,2022,4000
Wipro,AB,Australia,Finance,S1,200000,79,100,30,2018,10000
Wipro,NN,India,consulting,S1,125000,80,135,35,2020,3000
Oracle,NN,India,testing,S2,165000,91,210,50,2017,7000
Genpact,XY,India,Finance,NULL,200000,86,100,30,2022,3000
